,Name,Rating,Genre,Release date,Runtime,Director,Link
2554,A Cinderella Story: If the Shoe Fits,72.0,"Comedy, Family, Fantasy, Music",        08/02/2016 (US)      ,              1h 32m          ,Michelle Johnston,https://www.themoviedb.org/movie/244506
2555,The Thing,80,"Horror, Mystery, Science Fiction",        06/25/1982 (US)      ,              1h 49m          ,John Carpenter,https://www.themoviedb.org/movie/407655
2556,Spy Kids: All the Time in the World,47.0,"Family, Comedy, Action",        08/19/2011 (US)      ,              1h 29m          ,Robert Rodriguez,https://www.themoviedb.org/movie/1091
2557,The Girl on the Train,64.0,"Crime, Drama, Mystery, Thriller",        10/07/2016 (US)      ,              1h 52m          ,Tate Taylor,https://www.themoviedb.org/movie/56288
2558,S.W.A.T.,61.0,"Action, Thriller, Crime",        08/08/2003 (US)      ,              1h 57m          ,Clark Johnson,https://www.themoviedb.org/movie/346685
2559,No Tears for the Dead,71.0,"Action, Thriller",        06/04/2014 (KR)      ,              1h 57m          ,Lee Jeong-beom,https://www.themoviedb.org/movie/9257
2560,88,51.0,"Thriller, Action",        01/06/2015 (US)      ,              1h 28m          ,April Mullen,https://www.themoviedb.org/movie/265851
2561,Infinite Storm,59.0,"Drama, Thriller",        03/25/2022 (US)      ,              1h 37m          ,Małgorzata Szumowska,https://www.themoviedb.org/movie/307479
2562,Death Race: Beyond Anarchy,64.0,"Action, Thriller, Science Fiction",        10/02/2018 (IT)      ,              1h 51m          ,Don Michael Paul,https://www.themoviedb.org/movie/811631
2563,"Crazy, Stupid, Love.",73.0,"Comedy, Drama, Romance",        07/29/2011 (US)      ,              1h 58m          ,John Requa,https://www.themoviedb.org/movie/401478
2564,The Vow,72.0,"Drama, Romance",        03/09/2012 (IN)      ,              1h 44m          ,Michael Sucsy,https://www.themoviedb.org/movie/50646
2565,Dragon Ball: Curse of the Blood Rubies,68.0,"Action, Animation, Adventure, Comedy, Fantasy, Science Fiction",        12/20/1986 (JP)      ,              50m          ,Daisuke Nishio,https://www.themoviedb.org/movie/72570
2566,Evil Eye,54.0,"Mystery, Thriller, Horror",        04/01/2020 (PT)      ,              1h 30m          ,Rajeev Dassani,https://www.themoviedb.org/movie/39144
2567,Jackass Presents: Bad Grandpa,61.0,Comedy,        10/25/2013 (US)      ,              1h 32m          ,Jeff Tremaine,https://www.themoviedb.org/movie/732713
2568,The Perks of Being a Wallflower,78.0,Drama,        09/20/2012 (DK)      ,              1h 43m          ,Stephen Chbosky,https://www.themoviedb.org/movie/208134
2569,The Big Short,73.0,"Comedy, Drama",        01/22/2016 (IN)      ,              2h 11m          ,Adam McKay,https://www.themoviedb.org/movie/84892
2570,Eternal Sunshine of the Spotless Mind,81.0,"Science Fiction, Drama, Romance",        03/19/2004 (US)      ,              1h 48m          ,Michel Gondry,https://www.themoviedb.org/movie/318846
2571,Gnomeo & Juliet,58.0,"Animation, Family",        02/11/2011 (US)      ,              1h 24m          ,Kelly Asbury,https://www.themoviedb.org/movie/38
2572,Extinction,60,"Action, Drama, Science Fiction, Thriller",        07/27/2018 (US)      ,              1h 36m          ,Ben Young,https://www.themoviedb.org/movie/45772
2573,Resident Evil,66.0,"Horror, Action, Science Fiction",        03/15/2002 (US)      ,              1h 40m          ,Paul W. S. Anderson,https://www.themoviedb.org/movie/429415
2574,Mortal Engines,62.0,"Adventure, Science Fiction",        12/14/2018 (US)      ,              2h 9m          ,Christian Rivers,https://www.themoviedb.org/movie/1576
2575,All Saints,62.0,"Drama, Comedy",        08/25/2017 (US)      ,              1h 48m          ,Steve Gomer,https://www.themoviedb.org/movie/428078
2576,The Last Princess,68.0,"Drama, History",        08/03/2016 (KR)      ,              2h 7m          ,Hur Jin-ho,https://www.themoviedb.org/movie/450806
2577,The Dictator,61.0,Comedy,        05/16/2012 (US)      ,              1h 23m          ,Larry Charles,https://www.themoviedb.org/movie/408360
2578,Kung Fu Jungle,67.0,"Action, Thriller, Crime",        10/31/2014 (HK)      ,              1h 40m          ,Teddy Chan,https://www.themoviedb.org/movie/76493
2579,The Clovehitch Killer,64.0,"Drama, Mystery, Crime",        11/16/2018 (US)      ,              1h 49m          ,Duncan Skiles,https://www.themoviedb.org/movie/290864
2580,This Is the End,62.0,"Action, Comedy",        10/04/2013 (IN)      ,              1h 47m          ,Seth Rogen,https://www.themoviedb.org/movie/544431
2581,Harry Potter: A History Of Magic,70,Documentary,        10/28/2017 (GB)      ,              1h          ,Jude Ho,https://www.themoviedb.org/movie/109414
2582,Dragon Ball: Sleeping Princess in Devil's Castle,65.0,"Action, Animation",        07/18/1987 (JP)      ,              45m          ,Daisuke Nishio,https://www.themoviedb.org/movie/482408
2583,Eden Lake,68.0,"Horror, Thriller",        09/12/2008 (GB)      ,              1h 31m          ,James Watkins,https://www.themoviedb.org/movie/39145
2584,Joseph,83.0,"Drama, History",        04/16/1995 (US)      ,              2h 58m          ,Roger Young,https://www.themoviedb.org/movie/13510
2585,The Ring Two,57.0,"Drama, Horror, Thriller",        03/18/2005 (US)      ,              1h 50m          ,Hideo Nakata,https://www.themoviedb.org/movie/2405
2586,Adventures of a Mathematician,62.0,"Drama, History",        06/11/2021 (PL)      ,              1h 42m          ,Thorsten Klein,https://www.themoviedb.org/movie/10320
2587,"ariana grande: excuse me, i love you",84.0,"Music, Documentary",        12/21/2020 (US)      ,              1h 37m          ,Paul Dugdale,https://www.themoviedb.org/movie/684281
2588,Liar Liar,66.0,Comedy,        03/21/1997 (US)      ,              1h 26m          ,Tom Shadyac,https://www.themoviedb.org/movie/774372
2589,Can't Live Without You,0,Thriller,        06/03/2022 (ES)      ,              1h 31m          ,Chus Gutiérrez,https://www.themoviedb.org/movie/1624
2590,10 Things I Hate About You,76.0,"Comedy, Romance, Drama",        03/31/1999 (US)      ,              1h 37m          ,Gil Junger,https://www.themoviedb.org/movie/921959
2591,Sex Stories,59.0,Drama,        01/01/1999 (CL)      ,None,Matías Cruz,https://www.themoviedb.org/movie/4951
2592,The 100 Candles Game,57.0,Horror,        11/13/2020 (TW)      ,              1h 40m          ,Guillermo Lockhard,https://www.themoviedb.org/movie/422585
2593,Jojo Rabbit,81.0,"Comedy, War, Drama",        10/24/2019 (NZ)      ,              1h 48m          ,Taika Waititi,https://www.themoviedb.org/movie/751394
2594,The Scorpion King: Book of Souls,59.0,"Action, Adventure, Fantasy",        10/23/2018 (US)      ,              1h 42m          ,Don Michael Paul,https://www.themoviedb.org/movie/515001
2595,Renegades,57.0,"Thriller, Action",        08/21/2017 (TW)      ,              1h 45m          ,Steven Quale,https://www.themoviedb.org/movie/522417
2596,Die Hard: With a Vengeance,72.0,"Action, Thriller",        05/19/1995 (US)      ,              2h 8m          ,John McTiernan,https://www.themoviedb.org/movie/335788
2597,Big Driver,57.0,"Crime, Mystery, Thriller",        09/07/2015 (GB)      ,              1h 27m          ,Mikael Salomon,https://www.themoviedb.org/movie/1572
2598,The Signal,60,"Thriller, Science Fiction",        03/15/2014 (BR)      ,              1h 37m          ,William Eubank,https://www.themoviedb.org/movie/297961
2599,Angela's Christmas Wish,64.0,"Animation, Family",        12/01/2020 (US)      ,              47m          ,Damien O'Connor,https://www.themoviedb.org/movie/242095
2600,The Secret Life of Walter Mitty,71.0,"Adventure, Comedy, Drama, Fantasy",        12/25/2013 (US)      ,              1h 54m          ,Ben Stiller,https://www.themoviedb.org/movie/752455
2601,A Clockwork Orange,82.0,"Science Fiction, Drama",        12/19/1971 (US)      ,              2h 17m          ,Stanley Kubrick,https://www.themoviedb.org/movie/116745
2602,Downsizing,53.0,"Comedy, Drama, Science Fiction",        01/12/2018 (IN)      ,              2h 15m          ,Alexander Payne,https://www.themoviedb.org/movie/185
2603,Atomic Blonde,64.0,"Action, Thriller",        07/28/2017 (US)      ,              1h 55m          ,David Leitch,https://www.themoviedb.org/movie/301337
2604,The Young and Prodigious T.S. Spivet,68.0,"Adventure, Drama, Family",        10/26/2014 (US)      ,              1h 45m          ,Jean-Pierre Jeunet,https://www.themoviedb.org/movie/341013
2605,The Lord of the Rings,66.0,"Adventure, Animation, Fantasy",        10/13/1980 (IN)      ,              2h 12m          ,Ralph Bakshi,https://www.themoviedb.org/movie/157841
2606,The Raid 2,76.0,"Action, Crime, Thriller",        05/30/2014 (IN)      ,              2h 30m          ,Gareth Evans,https://www.themoviedb.org/movie/123
2607,Love Don't Co$t a Thing,70,"Comedy, Drama, Family, Romance",        12/12/2003 (US)      ,              1h 40m          ,Troy Byer,https://www.themoviedb.org/movie/180299
2608,The Legend of Drunken Master,74.0,"Action, Comedy",        02/03/1994 (HK)      ,              1h 42m          ,Liu Chia-Liang,https://www.themoviedb.org/movie/21542
2609,Star Wars: Episode II - Attack of the Clones,65.0,"Adventure, Action, Science Fiction",        05/16/2002 (US)      ,              2h 22m          ,George Lucas,https://www.themoviedb.org/movie/12207
2610,Playing with Fire,68.0,"Family, Comedy",        11/08/2019 (US)      ,              1h 36m          ,Andy Fickman,https://www.themoviedb.org/movie/1894
2611,Never Back Down 2: The Beatdown,64.0,"Drama, Action",        09/13/2011 (US)      ,              1h 39m          ,Michael Jai White,https://www.themoviedb.org/movie/554241
2612,Dante's Inferno: An Animated Epic,69.0,"Action, Adventure, Animation, Horror",        02/09/2010 (US)      ,              1h 24m          ,Sangjin Kim,https://www.themoviedb.org/movie/70006
2613,The Hunt,66.0,"Action, Thriller, Horror",        03/13/2020 (US)      ,              1h 30m          ,Craig Zobel,https://www.themoviedb.org/movie/31967
2614,Moana,76.0,"Adventure, Comedy, Family, Animation",        12/02/2016 (IN)      ,              1h 47m          ,Ron Clements,https://www.themoviedb.org/movie/514847
2615,Trick 'r Treat,69.0,"Horror, Comedy",        12/07/2007 (US)      ,              1h 22m          ,Michael Dougherty,https://www.themoviedb.org/movie/277834
2616,The Mummy,55.0,"Fantasy, Thriller, Action, Adventure, Horror",        06/09/2017 (IN)      ,              1h 50m          ,Alex Kurtzman,https://www.themoviedb.org/movie/23202
2617,Sex Drive,63.0,"Comedy, Adventure, Romance",        10/17/2008 (US)      ,              1h 49m          ,Sean Anders,https://www.themoviedb.org/movie/282035
2618,Tremors,68.0,"Horror, Comedy, Action, Adventure, Fantasy",        01/19/1990 (US)      ,              1h 36m          ,Ron Underwood,https://www.themoviedb.org/movie/13523
2619,Identity Thief,58.0,"Comedy, Crime",        02/09/2013 (US)      ,              1h 51m          ,Seth Gordon,https://www.themoviedb.org/movie/9362
2620,Sexo oral,33.0,Documentary,        10/28/1994 (ES)      ,              1h 54m          ,Chus Gutiérrez,https://www.themoviedb.org/movie/109431
2621,The Secret World of Arrietty,76.0,"Fantasy, Animation, Family",        07/16/2010 (JP)      ,              1h 34m          ,Hiromasa Yonebayashi,https://www.themoviedb.org/movie/423180
2622,Reminiscence,69.0,"Science Fiction, Mystery",        08/20/2021 (US)      ,              1h 56m          ,Lisa Joy,https://www.themoviedb.org/movie/51739
2623,xXx: State of the Union,50,"Action, Adventure, Crime, Mystery, Thriller",        04/29/2005 (US)      ,              1h 41m          ,Lee Tamahori,https://www.themoviedb.org/movie/579047
2624,Puss in Book: Trapped in an Epic Tale,65.0,"Family, Fantasy, Animation, Comedy, Adventure",        06/20/2017 (US)      ,              23m          ,Roy Burdine,https://www.themoviedb.org/movie/11679
2625,About Time,79.0,"Drama, Romance, Fantasy",        11/08/2013 (US)      ,              2h 3m          ,Richard Curtis,https://www.themoviedb.org/movie/462650
2626,Peppermint,67.0,"Action, Thriller",        09/07/2018 (US)      ,              1h 42m          ,Pierre Morel,https://www.themoviedb.org/movie/122906
2627,Planet 51,58.0,"Family, Comedy, Science Fiction, Adventure, Animation",        12/04/2009 (GB)      ,              1h 31m          ,Jorge Blanco,https://www.themoviedb.org/movie/458594
2628,Home Alone 4,45.0,"Comedy, Family, TV Movie",        11/03/2002 (US)      ,              1h 24m          ,Rod Daniel,https://www.themoviedb.org/movie/16866
2629,Dumb and Dumber,66.0,Comedy,        12/16/1994 (US)      ,              1h 47m          ,Peter Farrelly,https://www.themoviedb.org/movie/12536
2630,The World to Come,71.0,"Romance, Drama, Western",        07/23/2021 (GB)      ,              1h 45m          ,Mona Fastvold,https://www.themoviedb.org/movie/8467
2631,Night at the Museum,66.0,"Action, Adventure, Comedy, Family, Fantasy",        12/26/2006 (GB)      ,              1h 48m          ,Shawn Levy,https://www.themoviedb.org/movie/506281
2632,Operation Mekong,70,"Action, Adventure, Crime, War",        09/30/2016 (CN)      ,              2h 4m          ,Dante Lam,https://www.themoviedb.org/movie/1593
2633,Sabotage,56.0,"Action, Drama, Thriller, Crime",        03/28/2014 (US)      ,              1h 50m          ,David Ayer,https://www.themoviedb.org/movie/415214
2634,Pokémon: The Movie 2000,66.0,"Adventure, Fantasy, Animation, Science Fiction, Family",        07/17/1999 (JP)      ,              1h 24m          ,Kunihiko Yuyama,https://www.themoviedb.org/movie/144336
2635,Heaven's Lost Property Final – The Movie: Eternally My Master,76.0,"Animation, Romance, Science Fiction, Comedy",        04/27/2014 (JP)      ,              49m          ,Hisashi Saito,https://www.themoviedb.org/movie/12599
2636,15+ Coming of Age,43.0,"Comedy, Romance",        08/03/2017 (TH)      ,              1h 44m          ,Atsawanai Klinaiem,https://www.themoviedb.org/movie/246464
2637,Doraemon: Nobita and the Winged Braves,73.0,"Family, Animation, Adventure",        03/10/2001 (JP)      ,              1h 31m          ,Tsutomu Shibayama,https://www.themoviedb.org/movie/483877
2638,Rurouni Kenshin Part I: Origins,76.0,"Adventure, Action, Drama, History",        08/25/2012 (JP)      ,              2h 14m          ,Keishi Ōtomo,https://www.themoviedb.org/movie/162092
2639,Dead Heat,61.0,"Action, Horror, Science Fiction, Thriller",        05/06/1988 (US)      ,              1h 26m          ,Mark Goldblatt,https://www.themoviedb.org/movie/127533
2640,Home Alone 3,53.0,"Comedy, Family",        12/12/1997 (US)      ,              1h 42m          ,Raja Gosnell,https://www.themoviedb.org/movie/40095
2641,A Thousand Words,61.0,"Drama, Comedy",        03/08/2012 (US)      ,              1h 31m          ,Brian Robbins,https://www.themoviedb.org/movie/9714
2642,Nothing to Lose - Part 2,53.0,Drama,        04/18/2019 (BR)      ,              1h 40m          ,Alexandre Avancini,https://www.themoviedb.org/movie/72358
2643,Huevos: Little Rooster's Egg-Cellent Adventure,70,"Animation, Family",        09/04/2015 (MX)      ,              1h 39m          ,Gabriel Riva Palacio Alatriste,https://www.themoviedb.org/movie/580077
2644,The Commuter,63.0,"Action, Thriller, Mystery",        01/19/2018 (IN)      ,              1h 44m          ,Jaume Collet-Serra,https://www.themoviedb.org/movie/264419
2645,The Curse of Buckout Road,66.0,Horror,        09/27/2019 (US)      ,              1h 37m          ,Matthew Currie Holmes,https://www.themoviedb.org/movie/399035
2646,Beetlejuice,74.0,"Fantasy, Comedy",        08/04/1989 (IN)      ,              1h 32m          ,Tim Burton,https://www.themoviedb.org/movie/467615
2647,The Departed,82.0,"Drama, Thriller, Crime",        10/31/2007 (IN)      ,              2h 31m          ,Martin Scorsese,https://www.themoviedb.org/movie/4011
2648,Hidden,66.0,"Thriller, Horror",        09/15/2015 (US)      ,              1h 23m          ,Ross Duffer,https://www.themoviedb.org/movie/1422
2649,Baby's Day Out,62.0,"Family, Comedy, Adventure, Crime",        07/01/1994 (US)      ,              1h 39m          ,Patrick Read Johnson,https://www.themoviedb.org/movie/360784
2650,Vampire Hunter D: Bloodlust,75.0,"Animation, Fantasy, Horror, Action",        04/21/2001 (JP)      ,              1h 43m          ,Yoshiaki Kawajiri,https://www.themoviedb.org/movie/11212
2651,Indiana Jones and the Last Crusade,78.0,"Adventure, Action",        05/24/1989 (US)      ,              2h 7m          ,Steven Spielberg,https://www.themoviedb.org/movie/15999
2652,Playing It Cool,59.0,"Comedy, Romance",        05/08/2015 (US)      ,              1h 34m          ,Justin Reardon,https://www.themoviedb.org/movie/89
2653,Monstruosamente Solo,49.0,"Comedy, Drama, Animation",        09/16/2021 (MX)      ,None,Enrique Cruz,https://www.themoviedb.org/movie/277547
2654,Stolen,54.0,"Action, Crime, Thriller",        09/14/2012 (US)      ,              1h 36m          ,Simon West,https://www.themoviedb.org/movie/272818
2655,50 First Dates,68.0,"Comedy, Romance",        04/09/2004 (IN)      ,              1h 39m          ,Peter Segal,https://www.themoviedb.org/movie/127493
2656,The Worst Person in the World,77.0,"Comedy, Drama, Romance",        10/15/2021 (NO)      ,              2h 8m          ,Joachim Trier,https://www.themoviedb.org/movie/1824
2657,4x4,64.0,Thriller,        04/04/2019 (AR)      ,              1h 27m          ,Mariano Cohn,https://www.themoviedb.org/movie/660120
2658,The Moment You Fall in Love,76.0,"Drama, Animation, Romance, Comedy",        12/17/2016 (JP)      ,              1h 3m          ,Tetsuya Yanagisawa,https://www.themoviedb.org/movie/575769
2659,Devil,60,"Horror, Mystery, Thriller",        09/17/2010 (US)      ,              1h 20m          ,John Erick Dowdle,https://www.themoviedb.org/movie/472516
2660,Teen Titans Go! To the Movies,74.0,"Animation, Action, Comedy, Science Fiction",        07/27/2018 (US)      ,              1h 25m          ,Peter Rida Michail,https://www.themoviedb.org/movie/44040
2661,Sinister 2,58.0,Horror,        08/21/2015 (CA)      ,              1h 37m          ,Ciarán Foy,https://www.themoviedb.org/movie/474395
2662,Crazy About Her,72.0,"Comedy, Romance",        02/26/2021 (ES)      ,              1h 42m          ,Dani de la Orden,https://www.themoviedb.org/movie/283445
2663,Brokeback Mountain,78.0,"Drama, Romance",        01/13/2006 (US)      ,              2h 14m          ,Ang Lee,https://www.themoviedb.org/movie/778730
2664,Heaven Is for Real,66.0,Drama,        04/16/2014 (US)      ,              1h 39m          ,Randall Wallace,https://www.themoviedb.org/movie/142
2665,One Piece: Baron Omatsuri and the Secret Island,72.0,"Action, Animation, Comedy",        03/05/2005 (JP)      ,              1h 32m          ,Mamoru Hosoda,https://www.themoviedb.org/movie/236751
2666,National Treasure,66.0,"Adventure, Action, Thriller, Mystery",        01/21/2005 (IN)      ,              2h 11m          ,Jon Turteltaub,https://www.themoviedb.org/movie/44729
2667,Blood and Bone,74.0,"Action, Drama, Thriller",        02/07/2009 (DE)      ,              1h 33m          ,Ben Ramsey,https://www.themoviedb.org/movie/2059
2668,Hardcore Henry,64.0,"Action, Adventure, Science Fiction",        04/07/2016 (RU)      ,              1h 37m          ,Ilya Naishuller,https://www.themoviedb.org/movie/22164
2669,I'm in Love with a Church Girl,62.0,"Drama, Romance",        10/18/2013 (US)      ,              1h 58m          ,Steve Race,https://www.themoviedb.org/movie/325348
2670,On Your Wedding Day,76.0,Romance,        08/22/2018 (KR)      ,              1h 50m          ,Lee Seok-geun,https://www.themoviedb.org/movie/207883
2671,Leprechaun in the Hood,51.0,"Horror, Comedy",        03/28/2000 (US)      ,              1h 30m          ,Rob Spera,https://www.themoviedb.org/movie/532444
2672,The Human Centipede 3 (Final Sequence),37.0,Horror,        05/22/2015 (US)      ,              1h 43m          ,Tom Six,https://www.themoviedb.org/movie/18011
2673,Wotakoi: Love is Hard for Otaku,72.0,"Comedy, Romance",        02/07/2020 (JP)      ,              1h 54m          ,Yuichi Fukuda,https://www.themoviedb.org/movie/94365
2674,Virgin Territory,45.0,"Adventure, Action, Comedy, Romance",        12/17/2007 (US)      ,              1h 33m          ,David Leland,https://www.themoviedb.org/movie/552687
2675,Mine,66.0,Thriller,        10/06/2016 (IT)      ,              2h 13m          ,Fabio Resinaro,https://www.themoviedb.org/movie/14324
2676,Momentum,57.0,"Action, Crime, Thriller",        10/16/2015 (US)      ,              1h 36m          ,Stephen S. Campanelli,https://www.themoviedb.org/movie/345009
2677,Ticking Clock,54.0,"Action, Thriller, Crime",        01/04/2011 (US)      ,              1h 41m          ,Ernie Barbarash,https://www.themoviedb.org/movie/346808
2678,They Live,73.0,"Science Fiction, Action",        11/23/1988 (US)      ,              1h 34m          ,John Carpenter,https://www.themoviedb.org/movie/50765
2679,The Father Who Moves Mountains,60,"Drama, Thriller",        07/25/2021 (RO)      ,              1h 48m          ,Daniel Sandu,https://www.themoviedb.org/movie/8337
2680,Young and Wild,63.0,"Comedy, Drama",        03/29/2012 (CL)      ,              1h 32m          ,Marialy Rivas,https://www.themoviedb.org/movie/840427
2681,Flashback,61.0,"Comedy, Science Fiction",        11/11/2021 (FR)      ,              1h 30m          ,Caroline Vigneaux,https://www.themoviedb.org/movie/84354
2682,Naruto Shippuden: OVA Hashirama Senju vs Madara Uchiha,68.0,Animation,        02/23/2012 (JP)      ,              10m          ,Caroline Vigneaux,https://www.themoviedb.org/movie/809065
2683,The Barbie Diaries,62.0,"Family, Animation",        12/31/2006 (US)      ,              1h 10m          ,Kallan Kagan,https://www.themoviedb.org/movie/699254
2684,La Cantera,20,Drama,        11/22/2021 (BR)      ,              1h 35m          ,Miguel Barreda-Delgado,https://www.themoviedb.org/movie/21705
2685,Son of a Gun,64.0,"Action, Crime, Drama, Thriller",        10/16/2014 (AU)      ,              1h 48m          ,Julius Avery,https://www.themoviedb.org/movie/646351
2686,Mainstream,64.0,"Comedy, Drama",        05/07/2021 (US)      ,              1h 35m          ,Gia Coppola,https://www.themoviedb.org/movie/294652
2687,Oblivion,66.0,"Action, Science Fiction, Adventure, Mystery",        04/19/2013 (US)      ,              2h 4m          ,Joseph Kosinski,https://www.themoviedb.org/movie/557950
2688,The Hills Have Eyes 2,55.0,"Horror, Thriller",        03/22/2007 (US)      ,              1h 29m          ,Martin Weisz,https://www.themoviedb.org/movie/75612
2689,The Edge of Seventeen,72.0,"Comedy, Drama",        11/18/2016 (US)      ,              1h 45m          ,Kelly Fremon Craig,https://www.themoviedb.org/movie/9793
2690,Happily,56.0,"Comedy, Romance, Thriller",        03/19/2021 (FR)      ,              1h 36m          ,BenDavid Grabinski,https://www.themoviedb.org/movie/376660
2691,Zombie Night,39.0,Horror,        10/08/2013 (US)      ,              1h 28m          ,John Gulager,https://www.themoviedb.org/movie/673319
2692,Happy Death Day 2U,63.0,"Comedy, Horror, Science Fiction",        02/13/2019 (US)      ,              1h 40m          ,Christopher Landon,https://www.themoviedb.org/movie/219247
2693,Stomp the Yard,68.0,"Drama, Music",        05/17/2007 (US)      ,              1h 54m          ,Sylvain White,https://www.themoviedb.org/movie/512196
2694,The Loft,64.0,Thriller,        01/30/2015 (US)      ,              1h 48m          ,Erik Van Looy,https://www.themoviedb.org/movie/1931
2695,It's a Wonderful Life,83.0,"Drama, Family, Fantasy",        01/07/1947 (US)      ,              2h 10m          ,Frank Capra,https://www.themoviedb.org/movie/72784
2696,The Aviary,67.0,Thriller,        04/29/2022 (US)      ,              1h 35m          ,Chris Cullari,https://www.themoviedb.org/movie/1585
2697,The Condemned 2,52.0,Action,        11/06/2015 (US)      ,              1h 30m          ,Roel Reiné,https://www.themoviedb.org/movie/952374
2698,Chapo: El Escape Del Siglo,54.0,"Thriller, Action, Adventure, Crime",        01/15/2016 (MX)      ,              1h 27m          ,Axel Uriegas,https://www.themoviedb.org/movie/353610
2699,Madly Madagascar,65.0,"Animation, Comedy, Family",        01/29/2013 (US)      ,              22m          ,David Soren,https://www.themoviedb.org/movie/377670
2700,Bingo Hell,48.0,Thriller,        10/01/2021 (US)      ,              1h 25m          ,Gigi Saúl Guerrero,https://www.themoviedb.org/movie/161143
2701,Pitch Perfect,73.0,"Comedy, Music, Romance",        09/28/2012 (US)      ,              1h 52m          ,Jason Moore,https://www.themoviedb.org/movie/802226
2702,Monster Hunt,64.0,"Comedy, Fantasy, Adventure",        07/16/2015 (CN)      ,              1h 58m          ,Raman Hui,https://www.themoviedb.org/movie/114150
2703,Click,62.0,"Comedy, Drama, Fantasy",        06/23/2006 (US)      ,              1h 47m          ,Frank Coraci,https://www.themoviedb.org/movie/334298
2704,Annie,62.0,"Comedy, Drama, Family",        12/19/2014 (US)      ,              1h 59m          ,Will Gluck,https://www.themoviedb.org/movie/9339
2705,My Name Is Khan,81.0,"Drama, Romance",        02/12/2010 (IN)      ,              2h 45m          ,Karan Johar,https://www.themoviedb.org/movie/196867
2706,Oscar and the Lady in Pink,65.0,Drama,        12/09/2009 (FR)      ,              1h 45m          ,Éric-Emmanuel Schmitt,https://www.themoviedb.org/movie/26022
2707,Mystic River,77.0,"Thriller, Crime, Drama, Mystery",        10/08/2003 (US)      ,              2h 18m          ,Clint Eastwood,https://www.themoviedb.org/movie/51880
2708,Every Day,72.0,"Fantasy, Romance",        02/23/2018 (US)      ,              1h 37m          ,Michael Sucsy,https://www.themoviedb.org/movie/322
2709,Harmonie,71.0,"Animation, Drama",        03/01/2014 (JP)      ,              26m          ,Yasuhiro Yoshiura,https://www.themoviedb.org/movie/465136
2710,The Avengers,44.0,"Thriller, Science Fiction",        08/14/1998 (US)      ,              1h 29m          ,Jeremiah S. Chechik,https://www.themoviedb.org/movie/256765
2711,Pokémon Apokélypse,52.0,"Crime, Action, Drama",        09/20/2010 (CA)      ,              3m          ,Kial Natale,https://www.themoviedb.org/movie/9320
2712,Boss Level,69.0,"Action, Science Fiction, Thriller",        02/19/2021 (TW)      ,              1h 34m          ,Joe Carnahan,https://www.themoviedb.org/movie/870606
2713,Pelé,75.0,Documentary,        02/23/2021 (GB)      ,              1h 48m          ,David Tryhorn,https://www.themoviedb.org/movie/513310
2714,Finding You,66.0,"Romance, Drama",        05/13/2021 (AU)      ,              1h 59m          ,Brian Baugh,https://www.themoviedb.org/movie/785976
2715,Bambi II,65.0,"Animation, Drama, Family",        01/26/2006 (AR)      ,              1h 12m          ,Brian Pimental,https://www.themoviedb.org/movie/769749
2716,The Starling,71.0,Drama,        09/17/2021 (US)      ,              1h 43m          ,Theodore Melfi,https://www.themoviedb.org/movie/13205
2717,Lethal Weapon,73.0,"Adventure, Action, Comedy, Thriller, Crime",        03/06/1987 (US)      ,              1h 50m          ,Richard Donner,https://www.themoviedb.org/movie/468225
2718,Prison Break: The Final Break,75.0,"Action, Drama, Thriller",        07/21/2009 (US)      ,              1h 29m          ,Kevin Hooks,https://www.themoviedb.org/movie/941
2719,Dead Poets Society,83.0,Drama,        06/09/1989 (US)      ,              2h 8m          ,Peter Weir,https://www.themoviedb.org/movie/176241
2720,The Perfect Date,65.0,"Romance, Comedy",        04/12/2019 (US)      ,              1h 33m          ,Chris Nelson,https://www.themoviedb.org/movie/207
2721,Daredevil,52.0,"Fantasy, Action",        04/04/2003 (IN)      ,              1h 43m          ,Mark Steven Johnson,https://www.themoviedb.org/movie/543540
2722,Kizumonogatari Part 1: Tekketsu,78.0,"Animation, Fantasy, Mystery, Horror, Action",        01/08/2016 (JP)      ,              1h 4m          ,Akiyuki Simbo,https://www.themoviedb.org/movie/9480
2723,Good Boys,69.0,Comedy,        08/16/2019 (US)      ,              1h 29m          ,Gene Stupnitsky,https://www.themoviedb.org/movie/357786
2724,Saint Seiya: The Heated Battle of the Gods,75.0,"Action, Animation, Fantasy",        03/12/1988 (JP)      ,              46m          ,Shigeyasu Yamauchi,https://www.themoviedb.org/movie/521777
2725,Little Fockers,56.0,"Comedy, Romance",        12/21/2010 (US)      ,              1h 38m          ,Paul Weitz,https://www.themoviedb.org/movie/83091
2726,The Shadow in My Eye,77.0,"War, Drama, History",        10/28/2021 (DK)      ,              1h 47m          ,Ole Bornedal,https://www.themoviedb.org/movie/39451
2727,The Lego Ninjago Movie,65.0,"Family, Animation, Action, Adventure, Comedy",        10/06/2017 (IN)      ,              1h 41m          ,Charlie Bean,https://www.themoviedb.org/movie/650031
2728,The Good Boss,71.0,Comedy,        10/15/2021 (ES)      ,              2h          ,Fernando León de Aranoa,https://www.themoviedb.org/movie/274862
2729,Black Swan,76.0,"Drama, Thriller, Horror",        02/25/2011 (IN)      ,              1h 48m          ,Darren Aronofsky,https://www.themoviedb.org/movie/820722
2730,Bachelorette,54.0,"Comedy, Romance",        09/06/2012 (US)      ,              1h 27m          ,Leslye Headland,https://www.themoviedb.org/movie/44214
